"Sample_Name","Staining_Protocol","Date_Measurement","Location","Expt_Date","Expt_No","Depth","Sample_Type","Timepoint","Replicate","Acquisition_Duration","Dilution","Flowrate"
"vi201105.025","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.026","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.029","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",0,1,60,20,39.0833333333333
"vi201105.030","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",0,2,60,20,39.0833333333333
"vi201105.031","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",0,3,60,20,39.0833333333333
"vi201105.032","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",3,1,60,20,39.0833333333333
"vi201105.033","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",3,2,60,20,39.0833333333333
"vi201105.034","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",3,3,60,20,39.0833333333333
"vi201105.041","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.042","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.043","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.044","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.045","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.052","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",6,1,60,20,39.0833333333333
"vi201105.053","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",6,2,60,20,39.0833333333333
"vi201105.054","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",6,3,60,20,39.0833333333333
"vi201105.055","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",9,1,60,20,39.0833333333333
"vi201105.056","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",9,2,60,20,39.0833333333333
"vi201105.057","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",9,3,60,20,39.0833333333333
"vi201105.058","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.059","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.060","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.061","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.062","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.063","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.068","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",24,1,60,50,39.0833333333333
"vi201105.069","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",24,2,60,50,39.0833333333333
"vi201105.070","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",24,3,60,50,39.0833333333333
"vi201105.071","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",12,1,60,20,39.0833333333333
"vi201105.072","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",12,2,60,20,39.0833333333333
"vi201105.073","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VP",12,3,60,20,39.0833333333333
"vi201105.077","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.078","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.079","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.080","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.081","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.082","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.083","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.086","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",0,1,60,20,39.0833333333333
"vi201105.087","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",0,2,60,20,39.0833333333333
"vi201105.088","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",0,3,60,20,39.0833333333333
"vi201105.089","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",3,1,60,20,39.0833333333333
"vi201105.090","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",3,2,60,20,39.0833333333333
"vi201105.091","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",3,3,60,20,39.0833333333333
"vi201105.097","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.098","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.099","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.100","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.101","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.102","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.109","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",6,1,60,20,39.0833333333333
"vi201105.110","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",6,2,60,20,39.0833333333333
"vi201105.111","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",6,3,60,20,39.0833333333333
"vi201105.112","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",9,1,60,20,39.0833333333333
"vi201105.113","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",9,2,60,20,39.0833333333333
"vi201105.114","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",9,3,60,20,39.0833333333333
"vi201105.115","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.116","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.117","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.118","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.119","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.120","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201105.127","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",12,1,60,20,39.0833333333333
"vi201105.128","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",12,2,60,20,39.0833333333333
"vi201105.129","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",12,3,60,20,39.0833333333333
"vi201105.130","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",24,1,60,20,39.0833333333333
"vi201105.131","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",24,2,60,20,39.0833333333333
"vi201105.132","Viruses",2020-11-05,"NJ2020",2020-08-18,3,1,"VPC",24,3,60,20,39.0833333333333
"vi201109.001","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.002","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.003","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.004","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.005","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.006","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.007","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.014","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"0.22",0,1,60,100,39.0833333333333
"vi201109.015","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"0.22",0,2,60,100,39.0833333333333
"vi201109.016","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"0.22",0,3,60,100,39.0833333333333
"vi201109.017","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"0.22",24,1,60,100,39.0833333333333
"vi201109.018","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"0.22",24,2,60,100,39.0833333333333
"vi201109.019","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"0.22",24,3,60,100,39.0833333333333
"vi201109.020","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.021","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.022","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.023","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.024","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.025","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.033","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",0,1,60,50,39.0833333333333
"vi201109.034","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",0,2,60,50,39.0833333333333
"vi201109.035","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",0,3,60,50,39.0833333333333
"vi201109.036","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",3,1,60,50,39.0833333333333
"vi201109.037","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",3,2,60,50,39.0833333333333
"vi201109.038","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",3,3,60,50,39.0833333333333
"vi201109.039","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.040","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.041","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.042","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.043","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.044","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.051","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",6,1,60,50,39.0833333333333
"vi201109.052","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",6,2,60,50,39.0833333333333
"vi201109.053","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",6,3,60,50,39.0833333333333
"vi201109.054","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",9,1,60,50,39.0833333333333
"vi201109.055","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",9,2,60,50,39.0833333333333
"vi201109.056","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",9,3,60,50,39.0833333333333
"vi201109.057","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.058","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.059","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.060","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.061","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.062","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.069","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",12,1,60,50,39.0833333333333
"vi201109.070","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",12,2,60,50,39.0833333333333
"vi201109.071","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",12,3,60,50,39.0833333333333
"vi201109.072","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",24,1,60,50,39.0833333333333
"vi201109.073","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",24,2,60,50,39.0833333333333
"vi201109.074","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VP",24,3,60,50,39.0833333333333
"vi201109.075","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.076","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.077","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.078","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.079","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.080","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.087","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",0,1,60,50,39.0833333333333
"vi201109.088","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",0,2,60,50,39.0833333333333
"vi201109.089","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",0,3,60,50,39.0833333333333
"vi201109.090","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",3,1,60,50,39.0833333333333
"vi201109.091","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",3,2,60,50,39.0833333333333
"vi201109.092","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",3,3,60,50,39.0833333333333
"vi201109.093","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.094","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.095","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.096","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.097","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.098","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.099","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.106","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",6,1,60,50,39.0833333333333
"vi201109.107","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",6,2,60,50,39.0833333333333
"vi201109.108","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",6,3,60,50,39.0833333333333
"vi201109.109","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",9,1,60,50,39.0833333333333
"vi201109.110","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",9,2,60,50,39.0833333333333
"vi201109.111","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",9,3,60,50,39.0833333333333
"vi201109.112","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.113","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.114","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.115","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.116","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.117","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.118","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.125","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",12,1,60,50,39.0833333333333
"vi201109.126","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",12,2,60,50,39.0833333333333
"vi201109.127","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",12,3,60,50,39.0833333333333
"vi201109.128","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",24,1,60,50,39.0833333333333
"vi201109.129","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",24,2,60,50,39.0833333333333
"vi201109.130","Viruses",2020-11-09,"NJ2020",2020-08-20,4,1,"VPC",24,3,60,50,39.0833333333333
"vi201109.156","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.157","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.158","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.159","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.161","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"0.22",0,1,60,50,39.0833333333333
"vi201109.162","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"0.22",0,2,60,50,39.0833333333333
"vi201109.163","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"0.22",0,3,60,50,39.0833333333333
"vi201109.164","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"0.22",24,1,60,50,39.0833333333333
"vi201109.165","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"0.22",24,2,60,50,39.0833333333333
"vi201109.166","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"0.22",24,3,60,50,39.0833333333333
"vi201109.173","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.174","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.175","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.176","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.177","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.178","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",0,1,60,50,39.0833333333333
"vi201109.179","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",0,2,60,50,39.0833333333333
"vi201109.180","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",0,3,60,50,39.0833333333333
"vi201109.181","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",3,1,60,50,39.0833333333333
"vi201109.182","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",3,2,60,50,39.0833333333333
"vi201109.183","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",3,3,60,50,39.0833333333333
"vi201109.190","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.191","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.192","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.193","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.194","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.195","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.202","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",6,1,60,50,39.0833333333333
"vi201109.203","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",6,2,60,50,39.0833333333333
"vi201109.204","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",6,3,60,50,39.0833333333333
"vi201109.205","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",9,1,60,50,39.0833333333333
"vi201109.206","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",9,2,60,50,39.0833333333333
"vi201109.207","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",9,3,60,50,39.0833333333333
"vi201109.208","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.209","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.210","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.211","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.212","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201109.219","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",12,1,60,50,39.0833333333333
"vi201109.220","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",12,2,60,50,39.0833333333333
"vi201109.221","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",12,3,60,50,39.0833333333333
"vi201109.222","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",24,1,60,50,39.0833333333333
"vi201109.223","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",24,2,60,50,39.0833333333333
"vi201109.224","Viruses",2020-11-09,"NJ2020",2020-09-01,5,1,"VP",24,3,60,50,39.0833333333333
"vi201111.001","Viruses",2020-11-11,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
"vi201111.002","Viruses",2020-11-11,"NJ2020",2020-09-01,5,1,"TE",NA,NA,60,NA,39.0833333333333
