"Sample_Name","Staining_Protocol","Expt_Date","Date_Measurement","Location","Expt_No","Depth","Sample_Type","Timepoint","Replicate","c_Bacteria","c_HNA","c_LNA","c_Viruses","c_V1","c_V2","c_V3","VBR","HNAperLNA"
"vi201105.034","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",3,3,2531257.99573561,1186974.08839579,1344283.90733981,18882729.2110874,16609690.8638686,1524981.8323253,748056.514893547,7.45982007480036,0.882978723404255
"vi201105.091","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",3,3,2492622.60127932,1159442.53429741,1333180.06698191,13138336.8869936,11100403.3769998,1215976.96949702,821956.540496753,5.27088893451037,0.869681870448448
"vi201105.052","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",6,1,2659189.76545842,1379614.19117737,1279575.57428105,15561876.3326226,13620677.5473551,1347942.60764936,593256.177618133,5.8521119984605,1.07818109293977
"vi201105.109","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",6,1,2341918.97654584,1111696.26809855,1230222.70844729,15490234.5415778,13740110.5037333,1234404.03359909,515720.004245398,6.61433409810991,0.903654485049834
"vi201105.053","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",6,2,2581407.24946695,1301931.57243776,1279475.67702919,17926055.4371002,16027211.6828094,1329746.58438623,569097.169904557,6.94429576766776,1.01755085759872
"vi201105.110","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",6,2,2463710.02132196,1182805.619942,1280904.40137996,13710959.4882729,11914160.3617855,1228357.22101683,568441.905470552,5.56516772250493,0.923414439569206
"vi201105.054","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",6,3,2934498.93390192,1545359.8247949,1389139.10910701,13696119.4029851,11594523.844274,1425902.88027548,675692.678435629,4.66727700758567,1.11245865490628
"vi201105.111","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",6,3,2421748.40085288,1132192.92326793,1289555.47758495,13820469.0831557,11933940.3689241,1293375.53469701,593153.179534577,5.7068145800317,0.87797147385103
"vi201105.055","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",9,1,2953432.8358209,1583673.060798,1369759.7750229,16334584.2217484,14112418.4592125,1498775.59040642,723390.172129472,5.53071125357359,1.15616846813269
"vi201105.112","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",9,1,2427889.12579957,1173581.92802223,1254307.19777735,13510874.2004264,11642194.0281855,1250141.5080762,618538.664164712,5.56486458004005,0.935641547861507
"vi201105.056","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",9,2,2937569.29637527,1581100.47112864,1356468.82524663,15108486.1407249,13018853.7207542,1423511.66061233,666120.759358443,5.1431931016462,1.16560030109146
"vi201105.113","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",9,2,1649552.23880597,930202.469546418,719349.769259552,10064904.0511727,8414469.52429968,998750.091905007,651684.434968017,6.10159764231425,1.2931156848829
"vi201105.057","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",9,3,2877185.5010661,1572344.09923413,1304841.40183196,15250234.5415778,13182004.3800311,1418661.65433574,649568.507210961,5.30040017785683,1.20500782472613
"vi201105.114","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",9,3,1549765.45842217,840221.984375132,709543.474047043,8564520.25586354,7058282.55888795,917467.332756676,588770.364218918,5.5263331682351,1.1841726618705
"vi201105.071","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",12,1,3273773.98720682,1932925.17766639,1340848.80954043,12992238.8059701,11004965.5995117,1401656.49447928,585616.711979138,3.96858147713951,1.44156832889227
"vi201105.127","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",12,1,1601961.62046908,880490.874704041,721470.745765042,9228230.2771855,7832763.81003666,916605.354634595,478861.112514244,5.76058137677687,1.22041105598866
"vi201105.072","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",12,2,3297313.43283582,1952356.63786331,1344956.79497251,12330575.6929638,10345097.1561244,1375760.69755174,609717.839287637,3.73958252502522,1.45161290322581
"vi201105.128","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",12,2,1616289.97867804,890723.550413522,725566.428264516,8894584.2217484,7405973.93993145,976540.36999705,512069.9118199,5.50308690834257,1.2276250880902
"vi201105.073","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",12,3,3007675.90618337,1737552.84366379,1270123.06251958,14064307.0362473,12174725.9017882,1295151.45206461,594429.682394493,4.6761378136963,1.36801928485335
"vi201105.129","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",12,3,1642388.05970149,917323.841564283,725064.218137209,7592238.80597015,6150377.44793492,925627.062949211,516234.295086022,4.6226826608506,1.26516220028209
"vi201105.011","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"0.22",24,1,74200.4264392324,60950.3502893695,13250.0761498629,176904051.172708,147794030.844262,23736802.1031634,5373218.22528201,2384.13793103448,4.6
"vi201105.068","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",24,1,9266737.73987207,7709517.34832332,1557220.39154875,28312579.9573561,25684074.4618912,1653637.34750489,974868.147960014,3.05529095050735,4.95081967213115
"vi201105.130","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",24,1,1510874.20042644,794551.102356239,716323.0980702,7916673.77398721,6358426.89391069,993519.819625438,564727.060451079,5.23979678238781,1.10920770877944
"vi201105.012","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"0.22",24,2,33262.2601279318,13304.9040511727,19957.3560767591,171710021.321962,143998937.944955,22750865.5887596,4960217.788247,5162.30769230769,0.666666666666666
"vi201105.069","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",24,2,9433049.04051173,7885977.93941562,1547071.1010961,26108315.565032,23500365.0297733,1588319.53828434,1019630.99697433,2.76774937275378,5.0973597359736
"vi201105.131","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",24,2,1495522.3880597,762844.240336778,732678.147722924,6679317.69722814,5296480.48642601,902153.243319275,480683.967482857,4.46621043627032,1.04117236566643
"vi201105.013","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"0.22",24,3,17910.447761194,6321.33450395083,11589.1132572432,166792324.093817,139472584.753513,22360375.0027879,4959364.33751551,9312.57142857143,0.545454545454546
"vi201105.070","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VP",24,3,9234754.79744137,7766894.67068842,1467860.12675295,24710021.3219616,22321594.450892,1448820.49067502,939606.380394591,2.67576366281083,5.29130434782609
"vi201105.132","Viruses",2020-08-18,2020-11-05,"NJ2020",3,1,"VPC",24,3,1466353.9445629,732154.410255953,734199.534306947,7282643.92324094,5699135.19455377,1007460.67147971,576048.057207457,4.96649799336939,0.997214484679666
"vi201109.014","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"0.22",0,1,5117.27078891258,731.038684130369,4386.23210478221,59151812.3667377,49919852.5142018,8064787.1142463,1167172.73828961,11559.25,0.166666666666667
"vi201109.033","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",0,1,1530703.62473348,845713.752665245,684989.87206823,16309381.663113,13460316.4333208,2117297.49802029,731767.731771924,10.6548265775178,1.23463687150838
"vi201109.087","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",0,1,3012793.17697228,1539588.37772397,1473204.79924831,32048187.6332623,26589659.2390647,4074018.41768088,1384509.97651671,10.6373673036093,1.04506065857886
"vi201109.015","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"0.22",0,2,0,0,0,58000426.4392324,49256202.2594122,7539854.70885505,1204369.4709652,Inf,NA
"vi201109.034","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",0,2,1489765.45842217,825238.229108859,664527.229313316,15695309.1684435,12832510.4980254,2160392.77633712,702405.894080988,10.5354229282954,1.24184261036468
"vi201109.088","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",0,2,3079317.69722814,1632855.44558657,1446462.25164158,30882729.2110874,25341195.4546824,4172864.48126285,1368669.27514214,10.0290818446199,1.1288614298323
"vi201109.016","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"0.22",0,3,48614.0724946695,10127.9317697228,38486.1407249467,59717270.7889126,50491182.1628036,8093852.98791164,1132235.63819732,1228.39473684211,0.263157894736842
"vi201109.035","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",0,3,1583155.65031983,859828.290342921,723327.359976908,16042004.2643923,13307079.5228736,1984986.10198914,749938.639529565,10.1329292929293,1.18871252204586
"vi201109.089","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",0,3,3019189.76545842,1554914.6445363,1464275.12092212,29229850.7462687,23545218.2811685,4261583.67283891,1423048.7922612,9.68135593220339,1.06190061028771
"vi201109.036","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",3,1,1537100.21321962,881440.869157473,655659.344062143,16672707.8891258,14047152.8938034,2009745.25833547,615809.736986885,10.8468580940491,1.3443579766537
"vi201109.090","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",3,1,2984648.18763326,1554876.60074308,1429771.58689019,30552665.2452026,25223858.6624342,3971695.13115682,1357111.45161154,10.2366052293185,1.0875
"vi201109.037","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",3,2,1535820.89552239,878887.539048941,656933.356473447,17714072.4946695,15029031.2328636,2054435.17720239,630606.084603512,11.5339441899209,1.3378640776699
"vi201109.091","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",3,2,3002558.63539446,1595747.57408294,1406811.06131152,30244349.6801706,24551859.3972081,4275042.54746188,1417447.73550064,10.0728589688965,1.13430127041742
"vi201109.038","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",3,3,1567803.83795309,904453.149803696,663350.688149396,17469722.8144989,14885062.4961098,1910886.64921716,673773.669172024,11.1427988576091,1.36346153846154
"vi201109.092","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",3,3,2915565.03198294,1549691.74642176,1365873.28556119,29548400.8528785,24079696.4329038,4166451.84601576,1302252.57395893,10.1347082053532,1.13457943925234
"vi201109.051","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",6,1,3176545.84221748,1802594.08636679,1373951.75585069,34465458.4221748,28927848.8311038,4238710.70197561,1298898.88909546,10.8499798630689,1.31197771587744
"vi201109.106","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",6,1,3076119.40298507,1504873.35108689,1571246.05189819,36326865.6716418,30689872.836382,4239757.06070573,1397235.77455408,11.8093158660844,0.957757920389927
"vi201109.052","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",6,2,3295522.3880597,1945672.33518817,1349850.05287153,34351599.1471215,28538947.9682795,4483650.03325776,1329001.14558426,10.4237189440994,1.4413988657845
"vi201109.107","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",6,2,3241151.38592751,1542068.08751494,1699083.29841257,33882089.5522388,28597251.7344666,3911512.76209006,1373325.05568214,10.4537201499901,0.907588279489106
"vi201109.053","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",6,3,3260980.81023454,1898411.36370462,1362569.44652993,34543496.8017058,28785618.6081558,4373422.22257408,1384455.97097587,10.5929776382895,1.39325842696629
"vi201109.108","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",6,3,3300000,1483404.25531915,1816595.74468085,36077398.7206823,30251203.5393231,4406312.97895766,1419882.20240156,10.9325450668734,0.816584680252987
"vi201109.054","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",9,1,3450319.82942431,2128377.7646005,1321942.06482381,32639872.0682303,27211827.3002349,4077628.63154661,1350416.13644874,9.45995550611791,1.61003861003861
"vi201109.109","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",9,1,3615991.47121535,1691803.91926566,1924187.55194969,40528144.989339,33933601.9209147,5023449.20243955,1571093.86598475,11.2080311339112,0.879230258792303
"vi201109.055","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",9,2,3449040.51172708,2119443.68848638,1329596.8232407,32087206.8230277,26560386.0634432,4211987.46367794,1314833.29590662,9.30322700296736,1.59404990403071
"vi201109.110","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",9,2,3079957.35607676,1584014.53746012,1495942.81861664,33082515.9914712,27568131.8117758,4092213.63770346,1422170.54199201,10.741225337487,1.05887372013652
"vi201109.056","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",9,3,3171428.57142857,1986288.93230663,1185139.63912194,38775479.7441365,33091248.1379912,4313565.82877687,1370665.77736835,12.226502622025,1.67599569429494
"vi201109.111","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",9,3,3333262.26012793,1654503.21299341,1678759.04713452,34720042.6439232,28799196.7302342,4483919.16793359,1436926.7457555,10.4162348877375,0.985551330798479
"vi201109.069","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",12,1,4185287.84648188,2761703.19647463,1423584.65000725,35158848.6140725,29497678.0745184,4331729.73265164,1329440.80690241,8.40058077334556,1.93996415770609
"vi201109.125","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",12,1,3014072.49466951,1493677.12483833,1520395.36983118,34942004.2643923,29562427.5503498,4049198.05224038,1330378.66180217,11.5929541595925,0.982426778242678
"vi201109.070","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",12,2,4268443.49680171,2673836.69136174,1594606.80543997,32661620.4690832,27175134.1761996,4230270.12099571,1256216.17188781,7.65188071332234,1.6768
"vi201109.126","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",12,2,3145842.21748401,1473659.09702528,1672183.12045873,34457142.8571429,28761820.3507597,4194826.50370432,1500496.00267883,10.9532330215535,0.881278538812785
"vi201109.071","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",12,3,4048400.85287846,2656842.77773971,1391558.07513875,35330277.1855011,29764704.2516976,4224683.99194792,1340888.94185555,8.72697108547954,1.90925756186984
"vi201109.127","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",12,3,3115138.59275053,1479945.33634349,1635193.25640704,35098081.0234542,29552824.0575835,4118864.89406693,1426392.07180375,11.2669404517454,0.905058365758755
"vi201109.017","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"0.22",24,1,248187.63326226,233588.360717421,14599.2725448388,54436247.3347548,45081622.6834341,8239487.23641641,1115137.41490429,219.335051546392,16
"vi201109.072","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",24,1,7580597.01492537,6007000.46523909,1573596.54968628,36268017.0575693,30501004.4897524,4434511.85405279,1332500.71376408,4.78432199814362,3.81737012987013
"vi201109.128","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",24,1,2827292.1108742,1302360.37855834,1524931.73231586,31160341.1513859,25204755.2622182,4530328.24197163,1425257.64719608,11.0212669683258,0.854045037531276
"vi201109.018","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"0.22",24,2,58848.6140724947,31526.0432531221,27322.5708193725,54710021.3219616,45532371.3869628,7994730.55506448,1182919.37993431,929.673913043478,1.15384615384615
"vi201109.073","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",24,2,7997654.58422175,6224655.93178607,1772998.65243568,41636034.1151386,34817091.3944495,5271713.231375,1547229.48931404,5.20603055266736,3.51080691642651
"vi201109.129","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",24,2,2889978.67803838,1269453.66227214,1620525.01576624,29898933.901919,24318622.3683103,4264259.72755561,1316051.80605304,10.3457281983178,0.783359497645212
"vi201109.019","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"0.22",24,3,30703.6247334755,18060.9557255738,12642.6690079017,54894243.0703625,45470338.6806007,8135636.60882096,1288267.78094084,1787.875,1.42857142857143
"vi201109.074","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VP",24,3,8041151.38592751,6476352.26793526,1564799.11799225,35868869.9360341,30143085.4664366,4451563.79694118,1274220.67265635,4.4606634317079,4.13877551020408
"vi201109.130","Viruses",2020-08-20,2020-11-09,"NJ2020",4,1,"VPC",24,3,2484434.96801706,1213624.24268864,1270810.72532842,32722388.0597015,27185005.3723981,4263696.39393598,1273686.29336745,13.1709577754892,0.955
"vi201109.161","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"0.22",0,1,6396.58848614072,5330.49040511727,1066.09808102345,29206183.3688699,26117878.2402756,2919737.76108658,168567.367507799,4565.9,5
"vi201109.178","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",0,1,1307462.68656716,602286.074426333,705176.612140831,29823454.1577825,25405909.1934331,3941364.77621282,476180.188136646,22.8101761252446,0.854092526690391
"vi201111.013","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",0,1,1465458.42217484,740392.509353017,725065.912821823,36558422.1748401,30938299.2989442,5035007.31285577,585115.563040097,24.9467481449149,1.02113821138211
"vi201109.162","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"0.22",0,2,8955.22388059702,3358.20895522388,5597.01492537313,26570788.91258,23339393.1630848,3043012.78702941,188382.962465708,2967.07142857143,0.6
"vi201109.179","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",0,2,1372707.8891258,641769.196105474,730938.693020325,30725373.1343284,25886899.9654375,4292903.57801045,545569.590880391,22.3830382106244,0.878006872852234
"vi201111.014","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",0,2,1485927.50533049,695163.860714582,790763.644615908,36004477.6119403,30192647.2126347,5146545.27800283,665285.121302805,24.2303056392596,0.87910447761194
"vi201109.163","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"0.22",0,3,8955.22388059702,1119.40298507463,7835.82089552239,25647121.5351812,22698988.9936525,2756108.58288515,192023.958643637,2863.92857142857,0.142857142857143
"vi201109.180","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",0,3,1333049.04051173,621336.417187669,711712.623324058,31574840.0852878,26842261.2897434,4213164.75287638,519414.042668043,23.6861804222649,0.873015873015873
"vi201111.015","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",0,3,1299147.12153518,619808.734532957,679338.387002224,39957569.2963753,34402771.7140856,4928515.21960453,626282.362685138,30.7567700640079,0.912371134020619
"vi201109.181","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",3,1,1285714.28571429,609616.724738676,676097.56097561,30823880.5970149,26178738.511042,4103313.60449679,541828.481476138,23.9741293532338,0.901669758812616
"vi201111.016","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",3,1,1615138.59275053,737500.783895648,877637.808854885,40176332.6226013,34044989.5993361,5438344.04771249,692998.975552633,24.8748514851485,0.840324763193505
"vi201109.182","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",3,2,1238379.53091684,571559.783500082,666819.747416762,32160767.5906183,27490889.2735954,4138981.59024935,530896.726773625,25.9700413223141,0.857142857142857
"vi201111.017","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",3,2,1347761.19402985,647534.266115124,700226.927914727,36411300.6396588,30939749.7211514,4886479.15897908,585071.759528327,27.016136687233,0.924749163879599
"vi201109.183","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",3,3,1298507.46268657,598442.569759896,700064.892926671,30918550.1066098,26300820.0801154,4104788.60236982,512941.424124621,23.8108374384236,0.854838709677419
"vi201111.018","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",3,3,1240298.50746269,610268.712669082,630029.794793605,37565245.2025586,32338044.4104024,4592801.27280053,634399.519355654,30.2872614749871,0.968634686346863
"vi201109.202","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",6,1,1100213.2196162,479514.894561051,620698.325055154,37036886.9936034,32670252.2780322,3878227.88466771,488406.830903483,33.6633720930232,0.772540983606557
"vi201111.033","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",6,1,1415565.03198294,666223.470337049,749341.561645894,34238379.5309168,29250814.8155695,4417449.44508429,570115.270263015,24.1870763669227,0.889078498293515
"vi201109.203","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",6,2,1184648.18763326,556059.353378878,628588.834254384,31200639.6588486,27093006.52563,3620457.52103484,487175.612183757,26.3374730021598,0.884615384615385
"vi201111.034","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",6,2,1485927.50533049,757030.19204445,728897.313286041,33309594.8827292,28202266.2364857,4490926.91307615,616401.733167314,22.4167025398192,1.03859649122807
"vi201109.204","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",6,3,1334328.35820896,626421.328472143,707907.029736812,27590405.1172708,23663454.9557906,3468429.10935595,458521.052124202,20.6773729626079,0.884892086330935
"vi201111.035","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",6,3,1446268.65671642,693083.653351281,753185.003365137,34338166.3113006,29154025.7462511,4619032.74429034,565107.820759227,23.7425917735515,0.920203735144313
"vi201109.205","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",9,1,1306183.36886994,650545.518023915,655637.850846021,29996801.7057569,25588615.4460282,3916291.04638573,491895.21334302,22.9652301665034,0.992233009708738
"vi201111.036","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",9,1,1484648.18763326,716109.375602607,768538.812030655,34356076.7590618,29057359.5683211,4688294.90154615,610422.2891946,23.1408875484705,0.931780366056572
"vi201109.206","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",9,2,1295948.82729211,674708.132087248,621240.695204863,28964392.3240938,24591507.1175479,3838533.21897202,534351.987573897,22.3499506416584,1.08606557377049
"vi201111.037","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",9,2,1413006.39658849,659829.231348108,753177.165240379,34523667.3773987,29380612.6557985,4526290.93951895,616763.782081281,24.4327750113173,0.876061120543294
"vi201109.207","Viruses",2020-09-01,2020-11-09,"NJ2020",5,1,"VP",9,3,1266524.52025586,679722.707353398,586801.812902465,30558422.1748401,25934955.4256591,4083600.87128263,539865.877898381,24.1277777777778,1.15835140997831
"vi201111.039","Viruses",2020-09-01,2020-11-11,"NJ2020",5,1,"VPC",9,3,1402771.85501066,673893.13362864,728878.721382021,34957356.0767591,29832157.2224181,4507052.78765432,618146.066686668,24.9202006383949,0.924561403508772
